Filename;Filetype;DTX_VERSION;Width;Height;Mipmaps Used;DTX Flags;DTX_DONT_MAP_MASTER;DTX_SECTIONSFIXED;DTX_ALPHA_MASK;DTX_FULLBRITE;Unknown;Surface Flag;Texture Group;Software Alpha Cutoff;Software Average Alpha;Unknown1;Unknown2;Unknown3;Unknown4;Unknown5;Unknown6;Unknown7;Unknown8;Light String
Blood2\SKINS\WORLDOBJECTS\STREETLAMP_WHITE.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100100000000;;DTX_SECTIONSFIXED ;;DTX_FULLBRITE ;0;0;2;8;0;0;0;238;199;66;190;174;424;
Blood2\SKINS\WORLDOBJECTS\STREETLAMP_YELLOW.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100100000000;;DTX_SECTIONSFIXED ;;DTX_FULLBRITE ;0;0;2;8;0;0;0;238;199;66;190;174;424;
Blood2\SKINS\WORLDOBJECTS\SUNDIAL.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TABLEMETAL1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TABLEMETAL2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TABLET1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TABLET2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TALONBIG.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TALONSMALL.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TECHNOBERG.DTX;0;DTX_VERSION_LT1;256;256;4;'0000100100000000;;DTX_SECTIONSFIXED ;;DTX_FULLBRITE ;0;0;4;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TERMHAND.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TOILET1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TOILET2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TOILET3.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TOKENS.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TOMBSTONE1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TOMBSTONE2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TOMBSTONE3.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TOMBSTONE4.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TORSO1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TORSO_SPIKED.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TOWAWAYZONE.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TRACKLIGHT1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100100000000;;DTX_SECTIONSFIXED ;;DTX_FULLBRITE ;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TRACKLIGHT2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100100000000;;DTX_SECTIONSFIXED ;;DTX_FULLBRITE ;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TRASHCAN.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TREE1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TREE2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TRUCK_1.DTX;0;DTX_VERSION_LT1;256;256;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;4;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TRUCK_2.DTX;0;DTX_VERSION_LT1;256;256;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;4;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TV1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\TVBIG.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\URINAL1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\URINAL2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\VASE1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\VASE2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\VASE3.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\VASE4.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\VIOLIN.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\WAITFORSEAT.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;129;253;62;249;126;349;
Blood2\SKINS\WORLDOBJECTS\WALL_LAMP.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100100000000;;DTX_SECTIONSFIXED ;;DTX_FULLBRITE ;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\WALLCLOCK.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\WALLPHONE.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\WASTEBASKET.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;238;199;66;190;174;424;
Blood2\SKINS\WORLDOBJECTS\WATERCOOLER.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;129;253;62;249;126;349;
Blood2\SKINS\WORLDOBJECTS\WHEELBARROW.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\WOODCRATEBIG.DTX;0;DTX_VERSION_LT1;256;256;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;4;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\WOODCRATESMALL.DTX;0;DTX_VERSION_LT1;256;256;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;4;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\WORKLIGHT.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100100000000;;DTX_SECTIONSFIXED ;;DTX_FULLBRITE ;0;0;2;8;0;0;0;129;253;62;249;126;349;
Blood2\SKINS\WORLDOBJECTS\WRECKINGBALL.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\WRENCH.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\WRONGWAY.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\WORLDOBJECTS\YELLOWLIGHT.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100100000000;;DTX_SECTIONSFIXED ;;DTX_FULLBRITE ;0;0;2;8;0;0;0;129;253;62;249;126;349;
Blood2\SKINS_MULTIPATCH\FLAGBASEBLUE.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100100000000;;DTX_SECTIONSFIXED ;;DTX_FULLBRITE ;0;0;0;0;0;0;0;110;63;4;98;191;46;
Blood2\SKINS_MULTIPATCH\FLAGBASERED.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100100000000;;DTX_SECTIONSFIXED ;;DTX_FULLBRITE ;0;0;0;0;0;0;0;22;156;1;134;167;2;
Blood2\SKINS_MULTIPATCH\REDLIGHT.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100100000000;;DTX_SECTIONSFIXED ;;DTX_FULLBRITE ;0;0;0;0;0;0;0;253;125;59;179;42;340;
Blood2\SPRITETEXTURES\BLA1_01.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_02.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_03.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_04.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_05.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_06.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_07.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_08.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_09.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_10.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_11.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_12.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_13.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_14.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_15.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_16.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_17.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_18.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_19.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_20.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_21.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_22.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_23.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_24.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_25.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_26.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_27.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_28.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_29.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA1_30.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\BLA2_01.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_02.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_03.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_04.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_05.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_06.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_07.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_08.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_09.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_10.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_11.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_12.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_13.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_14.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_15.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_16.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_17.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_18.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_19.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_20.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_21.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_22.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_23.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_24.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_25.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_26.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_27.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_28.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_29.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA2_30.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;168;111;2;224;177;6;
Blood2\SPRITETEXTURES\BLA3_01.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_02.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_03.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_04.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_05.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
Blood2\SPRITETEXTURES\BLA3_06.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;28;253;80;223;123;262;
